DOCID	REVIEW SENTID	REVIEW SENT	REVIEW AUID	RESPONSE SENTID	RESPONSE SENT	RESPONSE AUID
3186478	50003279	The bedroom was very spacious, clean and freshly decorated, very comfy bed.				
3186478	50003280	The tea tray was well stocked and included biscuits.				
3186478	50003281	The bedroom felt luxurious and was a wonderful haven after being outside in a rain shower.				
3186478	50003282	The only criticism was having to pay extra for wifi.				
3186478	50003283	If that was included in the price, I don't think there would be any aspect that I could find fault with!				
3186478	50003284	I definitely want to stay here again.				

3284456	50003290	Great place to stay for families ---SEP--- Excellent accommodation for a family of four.		80003381	Hi thanks for the great review it is always really pleasing to read how much guests have enjoyed staying with us at the Lodge - and furthermore that the accommodation is well suited to families and has the required facilities like modern TV's & DVD players throughout, so that everyone can relax whilst they are on holidays!	
3284456	50003291	Two bedrooms, two bathrooms, large living with great kitchen.		80003382	We would like to explain how the Wifi / internet works as we believe Lomond Lodge offers quite a progressive service in relation to free Wifi, particularly in the Queenstown region.	
3284456	50003292	They even feature a dish washer - we loved it.		80003383	We recently upgraded our Wifi service so that all guests now receive 250MB of free Wifi usage every other day, which can be used throughout the Lodge & anywhere in the Queenstown area.	
3284456	50003293	Large offer of free DVDs with TV and DVD players in every room.		80003384	Two users can log on at anyone time and each voucher is valid for 7 days.	
3284456	50003294	Staff very friendly and helpful.		80003385	We believe we are trying to offer our guests a convenient,efficient & complimentary Wifi package to use during their stay.	
3284456	50003295	Centrally located.		80003386	We appreciate your comments and hope we can host you again next time you visit beautiful Queenstown.	
3284456	50003296	Parking space available.		80003387	Kind regards, Lee Exell Owner	
3284456	50003297	Max 5 min walk to the city center with its many restaurants.				
3284456	50003298	The only thing we did not really like: Their internet access.				
3284456	50003299	It is arcane and does not work well enough, it is much too slow and they torture one with these senseless limits.				
3284456	50003300	They should do better on this one.				
3284456	50003301	Otherwise: cool place.				

3222179	50003310	Excellent ---SEP--- I love staying at this hotel.		80003398	Thank you for staying with us at The Fort Garry and for taking the time to share your experience on TripAdvisor.	
3222179	50003311	The historical charm is beautifully maintained.		80003399	We're so glad to hear you enjoyed the new changes in our rooms, and were able to experience the area as well.	
3222179	50003312	The rooms are most satisfyingly updated for a great stay.		80003400	We very much look forward to the pleasure of welcoming you back again as our Guest soon.	
3222179	50003313	The location is perfect for visiting museums and places of interest close by; especially the Manitoba Legislature Building and the CPR rail station.				

3211692	50003320	A great stay ---SEP--- Clean quiet hotel with friendly efficient staff.		80003411	Hi Eamon M, thank you for taking the time to write a review of our hotel.	
3211692	50003321	Would highly recommend.		80003412	Its great to hear you enjoyed your stay, and would highly recommend us.	
3211692	50003322	Rooms are air conditioned and you will waken in the morning refreshed after a quiet nights sleep.		80003413	We look forward to welcoming you back to City East in the future!	
3211692	50003323	Also walking distance to lots of shops and supermarkets.		80003414	Kind regards, Premier Inn Team	

3199501	50003330	Outstanding Hotel ---SEP---		80003425	Dear Guest, Thank you so much for making The Palazzo your destination of choice for your Christmas holiday.	
3199501	50003331	We spent a week at the Palazzo over Christmas.		80003426	I would like to express my sincerest appreciation for your kind comments.	
3199501	50003332	The hotel is beautiful and the staff is very good.		80003427	Your feedback and your experience is a testament to our underlying passion in providing services and experiences that are truly second-to-none- not only for the holidays but for every day as well.	
3199501	50003333	The rooms are so big and comfortable.		80003428	Thank you again, and on behalf of my entire team at The Venetian |	
3199501	50003334	Location is great.		80003429	The Palazzo, we wish you and your family a joyous New Year.	
3199501	50003335	The monorail stops at Harrah's which is not a very long walk from the Palazzo.		80003430	Kind Regards, Kirsten Dimond VP of Hotel Operations	
3199501	50003336	We purchased the Prestige Suite package and it is so worth the extra money.				
3199501	50003337	Limo to and from the airport is so much better than a cab.				
3199501	50003338	Check in was extremely quick and easy.				
3199501	50003339	The lounge is great.				
3199501	50003340	It has great food and drink variety.				
3199501	50003341	We never went anywhere else for breakfast and afternoon snacks/appetizers were excellent.				
3199501	50003342	My only complaint is all the cigarette smoke in the casino, but that is the case at all hotels.				
3199501	50003343	I would absolutely stay here again.				

3181261	50003350	Excellent Stay ---SEP---		80003441	Thank you, Maria Gabriela M.	
3181261	50003351	Everything was perfect, from the moment we checked in to the time we left.		80003442	We are delighted to hear you enjoyed many aspects of your stay with Archer, especially our central location, delightful details, sincere service and Empire views.	
3181261	50003352	We want to thank especially Anthony from the reception desk.		80003443	You are so king to mention Anthony by name, we will be sure to pass your comments along to him.	
3181261	50003353	He was most helpful with all our particular needs.		80003444	Guests like you are a joy to host and we hope you will join us for another New York adventure soon.	
3181261	50003354	We loved the little details, like the bookmark for my latest acquisition.		80003445	In Hospitality, Michele - GM	
3181261	50003355	Or the cookies every night.				
3181261	50003356	And the happy hour on Saturday and Sunday.				
3181261	50003357	We will definitely return.				

3208771	50003360	Beautiful View ---SEP---		80003456	Aloha Liz and thank you for sharing your review.	
3208771	50003361	Had the best experience in this nicely renovated hotel with a beach front view.		80003457	We're delighted that you got a chance to take in our spectacular views and got to see a rainbow over the Pacific.	
3208771	50003362	I enjoyed every minute of our stay.		80003458	Our ideal location just steps away from the beach means the great views never stop.	
3208771	50003363	On the last day of my stay as I look out the window i came across a beautiful rainbow on the ocean.		80003459	We appreciate your feedback and would be happy to welcome you again for another fabulous vacation-with-a-view soon.	
3208771	50003364	It was simply breathtaking!		80003460	Mahalo and a hui hou (until next time)!	

3243757	50003370	Good value for money, really friendly staff, good size rooms ---SEP---		80003471	Dear guest Thank you for your kind comments .	
3243757	50003371	We stayed in family room with two children on 26 Feb .		80003472	I am delighted to know that you enjoyed your stay at the Novotel Newcastle airport hotel and look forward to welcoming you back again soon.	
3243757	50003372	Pull down bed ready made up for us.		80003473	Regards Sheena Hodgson	
3243757	50003373	My son and partner had own room.				
3243757	50003374	Both families checked in early as the 2 rooms were ready.				
3243757	50003375	Used the pool and sauna which were good, plenty clean towels, shampoo etc to use.				
3243757	50003376	Few pieces of gym equipment available for those more energetic guests who want it.				
3243757	50003377	Gym was pretty quiet Sat afternoon.				
3243757	50003378	Friendly reception and bar staff, restaurant staff really nice (even though we were little late down for breakfast on Sun morning).				
3243757	50003379	We didn't hear any noise at night even though there seemed to be a few stag parties on our floor.				
3243757	50003380	Overall, we would recommend this hotel - its about 10 min drive into Newcastle city centre (approx £7.50 in taxi).				
3243757	50003381	Nice taxi drivers too!!				

3263597	50003390	Excellent hotel ---SEP---		80003484	Dear ScottK_10, Thank you for the excellent rating and review of our hotel.	
3263597	50003391	We have stayed at several Embassy Suites hotels as we are a family of 5 and the rooms there fit my family the best.		80003485	Thank you also for your loyalty to the Embassy brand.	
3263597	50003392	This was by far the best Embassy Suites we have stayed at.		80003486	I am honored to hear that we lived up to your standards.	
3263597	50003393	The hotel was beautiful, the staff was very friendly, the rooms were up to date and clean, and it was located just a few blocks to walk to the beach, shops, and restaurants.		80003487	You are absolutely right that we are not located directly on the beach.	
3263597	50003394	We loved having the free delicious breakfast (with made to order eggs) and also enjoyed the managers reception when we were able to go.		80003488	However, we are conveniently surrounded by fabulous shops and restaurants.	
3263597	50003395	The bell staff was very helpful when we needed rides to different areas of the island and the concierge staff also was great with excursions planning.		80003489	I appreciate your continued loyalty, and look forward to hosting you and your family again.	
3263597	50003396	The only way the hotel could have been better is if it was located right on Waikiki beach.		80003490	Mahalo, Bob Y	
3263597	50003397	Loved it!				

3179940	50003400	Fantastic!		80003501	Dear MovingPics, Thank you very much for your fantastic review in regards to your recent visit of Old Town Chambers.	
3179940	50003401	---SEP---		80003502	I am extremely delighted you enjoyed your stay and and thank you very much for highlighting Blair's customer service.	
3179940	50003402	This was our favorite lodging place on our trip to the U.K.		80003503	All the Team strives to provide a warm and welcoming service to our guests and it is a pleasure to see them recognised.	
3179940	50003403	Our apartment was clean, modern and gave each member of our family space.		80003504	We are indeed located in the heart of a UNESCO world heritage site and there are a few steps coming from the Royal Mile but our Team will be more than delighted to assist when needed.	
3179940	50003404	Blair provided great customer service.		80003505	I sincerely hope to welcome you back for a future stay with us in Old Town Chambers.	
3179940	50003405	There are steps to get to the place but staff were always willing to help with suitcases.		80003506	With kindest regards Alessandro Pilotti Assistant Manager	
3179940	50003406	Highly recommend!				

3196120	50003410	PERFECT FAMILY GETAWAY ---SEP--- Just returned from sharing our Daughter's 13th birthday in Charleston.		80003517	Dear MBW205B, Happy belated birthday to your daughter!	
3196120	50003411	Hotel was outstanding in every way.		80003518	Thank you for all the glowing remarks on our complimentary amenities.	
3196120	50003412	Have traveled to Charleston many times over the years for business, family and couples outings, and stayed atnother premier locations.		80003519	On behalf of the entire French Quarter Inn team, we greatly appreciate your kind words about our charming inn, and we also thank you for helping us to spread the word about our renowned services to other travelers.	
3196120	50003413	However, the inclusive amenities FQI provides surpasses them all.		80003520	We hope your travels back to lovely Myrtle Beach were pleasant!	
3196120	50003414	Breakfast was delicious and included, would have easily been $30-$40 at another area hotel, complimentary bicycles to see the sights extra bonus.		80003521	Please contact me directly if I can ever be of any assistance to you and your family!	
3196120	50003415	Rooms clean and comfortable, mattress slept like a deam, pillow menu, what a treat!		80003522	We hope to see y'all again!	
3196120	50003416	Champagne reception, afternoon wine and cheese offerings, to milk and cookies before bed You will not be disappointed.		80003523	With highest regards, Brent Gresham General Manager French Quarter Inn	

3172313	50003420	useful for stopover, ticks all boxes ---SEP--- booked in advance €59, car park €4.50 per day in advance, shuttle to airport 24/7.		80003534	Dear Guest, Thank you for staying with us.	
3172313	50003421	Rooms clean, hotel busy, business only not for pleasure		80003535	We work harder than ever to make our guests happy and comfortable especially now that we are a 4 star property under the new brand Clayton Hotel Dublin airport and we appreciate all your feedback always!	
3172313				80003536	We would love to be your host again sometime in the future and you can see what new and wonderful things we have done to our hotel.	
3172313				80003537	Kind regards, Catherine Roche	

3211260	50003430	Very nice hotel close to the airport ---SEP---		80003548	Aloha f18pilot, Thank you for staying at Best Western The Plaza Hotel earlier this month and for taking the time to write a review about your experiences.	
3211260	50003431	I was booked here for business.		80003549	We are pleased to hear we were able to meet your expectations on this business trip.	
3211260	50003432	It is basically at the airport on H1!		80003550	"As you mentioned, ""the hotel has been updated and the facilities are quite nice."""	
3211260	50003433	The hotel has been updated and the facilities are quite nice.		80003551	We will be undergoing a room refresh in October of this year and we feel our guests will love what we do to the rooms.	
3211260	50003434	The have an outdoor pool and a parking garage if needed, that is secure.		80003552	Also, thank you for acknowledging the staff.	
3211260	50003435	There is a restaurant in the hotel that operates for breakfast and some days for dinner.		80003553	"As you stated, ""The staff is really great"	
3211260	50003436	The sister property one block away has a restaurant that operates the other days for dinner.		80003554	"and they bent over backwards to accommodate everyone!"""	
3211260	50003437	The staff is really great and they bent over backwards to accommodate everyone!		80003555	Our staff is always hospitable and does try to ensure all our guests are happy and comfortable!	
3211260	50003438	This hotel gets a lot of military personnel and the hotel staff is very understanding and helpful!		80003556	Thank you for staying and we look forward to welcoming you back!	
3211260	50003439	The rooms are quite large and comfortable.		80003557	Mahalo, Brent Kitsu Assistant General Manager	
3211260	50003440	They include a small refrigerator, microwave and coffee maker.				
3211260	50003441	They even provide ear plugs incase the highway noise bothers you!				

3267754	50003450	Good break ---SEP--- Came with friends for 2 night, 3 day break.		80003568	Dear pesue1, Thank you for your feedback, as you can appreciate the hotel is a very old building and requires a constant maintenance and refurbishment programme that does take time to complete.	
3267754	50003451	Staff were very friendly and helpful, a nice touch to have parking for our less able friends at the front of the hotel reserved, parking otherwise is under the hotel with steps up to the hotel no lift.		80003569	We are pleased that you would definitely be coming again and we look forward to welcoming you back.	
3267754	50003452	And as is the way now a payment to park your car.		80003570	Kind Regards Rachel Painter-Scott General Manager	
3267754	50003453	Our room was large, well equipped, comfortable bed, the food choice was good and tasty.				
3267754	50003454	As with a lot of hotels now it is getting tired, but well worth a visit on the deal we got.				
3267754	50003455	The position is also close to the town centre.				
3267754	50003456	Definitely coming again.				

3240350	50003460	Wanted queen beds not doubles for this night ---SEP--- Had an unexpected stay in Denver that night due to weather.		80003581	Bloomfield_ NMShearn, On crazy weather nights, it can get pretty chaotic at times.	
3240350	50003461	We were only going to be able to get about 4 hours of sleep, but would rather have that and a shower, than stay in the airport.		80003582	I'm glad that your experience on a night like that was positive.	
3240350	50003462	Lots of travelers had to do the same so the line to check in was longer than I would have liked, but oh well.		80003583	Our staff does the best that it can to try to make everyone's time here a good one, no matter what the circumstances area.	
3240350	50003463	They worked as fast and polite with what they had to deal with.		80003584	I wasn't quite sure what the title of your review meant, but I did want to assure you that the beds you slept on were queens, not doubles, if that was your concern.	
3240350	50003464	Very clean hotel, nicer amenities in bathroom, safe shuttle to/from airport, and they did have to go breakfast stuff.		80003585	We hope you'll plan another visit to our hotel for your travels through Colorado when there is less snow!	
3240350	50003465	Some we didn't have time to eat and wasn't allowed to take through security, so did pick through it.				
3240350	50003466	Was still nice to have something.				
3240350	50003467	Would stay again, but hope we had more time to sleep next time, lol .				

3289033	50003470	Overrated and confusing ---SEP---		80003596	Dear Marlene S, I am emailing you regarding your recent experience at The Riverside Hotel Fort Lauderdale.	
3289033	50003471	We spent our last night in Fort Lauderdale here on March 17th.		80003597	Having read your email, I must apologize for your experience not being as delightful as you had expected de to the situations you cited.	
3289033	50003472	It is really confusing to know where to go, to get into the hotel for the lobby.		80003598	Please note that your feedback is important to us as this is a gift and we will ensure all your concerns are addressed with the relevant departments to ensure that no other guest leaves with the same experience.	
3289033	50003473	Parking must be done by valet and it is costly - $30 - no other options.		80003599	Our Valet prices are if not the most economical in the areas as we do set our rates to match industry standards.	
3289033	50003474	No bell service looking to help us with our bags at all.		80003600	Once again, we regret that you left without bringing these concerns to our attention as we would have loved the opportunity to address then prior to your departure.	
3289033	50003475	We got checked in, got our room key but folks failed to tell us that you HAVE to use your room key, to make the elevator work.		80003601	We do ask for your forgiveness and hope that given the opportunity, we will be better able to serve you in the future.	
3289033	50003476	Would have been nice to have known that before stressing out and having to walk the stairs with all of our luggage.		80003602	Regards,	
3289033	50003477	Again, no one bothered to see if they could help.				
3289033	50003478	Our room was minuscule and it overlooked all the air conditioners.				
3289033	50003479	Butt ugly view and noisy with the air conditioners all going.				
3289033	50003480	Mind you, the room furniture is beautiful and the bed was super comfortable.				
3289033	50003481	I loved the old charm and pictures on the walls but the staff have to get a move on here.				
3289033	50003482	For the same price, I should have stayed on the beach.				
3289033	50003483	I do love the Las Olas Boulevard area				
3289033	50003484	but I'd come back to visit via the water taxi and not stay here.				

3322598	50003490	Great property, nice people - excellent experience!		80003613	Jenn Wow what a great and detailed review of the hotel!	
3322598	50003491	"---SEP--- Picked this hotel because my travel companion had about a bazillion Hilton points, so we thought ""why not go a little nicer than normal""."		80003614	I am glad that you enjoyed your stay with us.	
3322598	50003492	We were not disappointed.		80003615	I am a big believer that its the staff that makes the real difference.	
3322598	50003493	"Hotel is technically located in Miramar Beach I believe, it's about 5 miles east of what I think of as ""Destin proper"" (i.e. all the Destin condos and touristy activities)."		80003616	We have so much to offer for those wanting to get away.	
3322598	50003494	It is conveniently located and easy to get to and from any place we wanted to go.		80003617	I love the hotels location as we are so close to so much to do yet not surrounded by all of the congestion that can sometimes happen in Destin.	
3322598	50003495	I aslo think that maybe being away from the main tourist area was a good thing - not a huge amount of activity going on around the hotel.		80003618	I have always said we are 100-150 yards to the beach and happened to have a carpet cleaning contractor here and borrowed his measuring tool.	
3322598	50003496	Don't get me wrong, the area isn't desolate, but there isn't a hotel every 10 feet either.		80003619	From the front door of the hotel to the gate at the walkover we are 220 yards.	
3322598	50003497	The outside of the hotel isn't particuarly remarkable, but the inside is very nice.		80003620	You are correct there are several stairs that you have to go up and down to get over the dunes that protect us in case of bad weather.	
3322598	50003498	Having never stayed at an Embassy Suites before, maybe this was typical, but all of the rooms open onto a central atrium that was very nice and well appointed.		80003621	There is wheel chair accessible access just up the road at the access by Whales tail.	
3322598	50003499	Lots of greenery and comfortable seating in that atrium, with a glass roof to allow for a lot of natural lighting during the day.		80003622	I know there are motorized beach wheelchairs available for rent in the area as well.	
3322598	50003500	"The rooms themselves are indeed ""suites"" - there s a fair-sized living area as you enter, with a sleeper sofa, an arm chair, and an ottoman, along with a ""dining"" table with 3 chairs, plus a TV on top of a cabinet that contains the safe and other extras."		80003623	Thanks so much for staying with us and I hope when you have the chance that you come back and see us again.	
3322598	50003501	In the middle portion, the large bathroom is off to one side through a door (with a closet just outside the bathroom), an opposite the bathroom door is a wet bar with a coffee maker, bar sink, mini fridge, and some draws and cabinets.		80003624	Rich Johnston General Manager	
3322598	50003502	Finally, in the back of the suite through another door is the bedroom.				
3322598	50003503	We had a double queen, and the room still felt very large.				
3322598	50003504	In the room was an additional vanity/sink/mirror combo, plus another TV and chest of drawers, and an additional closet.				
3322598	50003505	The whole suite was much more than we were expecting, plenty of room for two, and a whole family of 4-6 could probably stay comfortably.				
3322598	50003506	The separate bedroom is definitely a good thing, as I tend to get up much earlier than my traveling companion, so I was able to get up, close the door, and then not have to worry so much about tiptoeing around the room.to avoid disturbing her.				
3322598	50003507	In addition to the really nice rooms, the hotel offers a very nice free breakfast buffet every morning.				
3322598	50003508	Good selection of hot dishes (eggs, sausage, pancakes, etc.), plus some made-to-order stuff (eggs and omelets), oatmeal, fresh fruit, cereal, baked goods, etc.				
3322598	50003509	It was quite a selection, especially to be included in the price of the room.				
3322598	50003510	"There's also a ""reception"" every evening from 5:30 to 7:30 that included light snacks (chips and dip, pretzels, chips and salsa, etc.) and some alcoholic beverages (beers, a few mixed drinks, etc.)."				
3322598	50003511	We tried to hit this every night, wanted to get our money's worth!				
3322598	50003512	=0)				
3322598	50003513	"Hotel also has a private access to the beach - note that this doesn't mean ""private beach"" . . ."				
3322598	50003514	just a hotel-specific path too the beach that is gated.				
3322598	50003515	It's a fairly easy walk if you are able-bodied, but it's easily 500 yards from front entrance of the hotel, across a fairly busy street, along a parking lot, up a ramp, and down about 30 stairs.				
3322598	50003516	I would say it is not wheelchair accessible, and if you can't walk distances or up and down stairs, you might have issues.				
3322598	50003517	Also not a place where parents are going to be able to send their younger kids (thinking under 13 or so) back and forth without an adult or older child along.				
3322598	50003518	The hotel has beach towels available for guests for no charge - get as many as you like, but you need to sign them out and in.				
3322598	50003519	They didn't seem to care how many you took or how often you exchanged them.				
3322598	50003520	They were pretty nice towels, so if you want to travel light, leave yours at home and use theirs.				
3322598	50003521	Once you get to the beach, it is, of course, very nice (it's Destin, after all).				
3322598	50003522	There are chairs and umbrella rentals available (charge to your room or pay on the spot), along with a few water sport things to rent (kayaks, paddle boards, etc.).				
3322598	50003523	We were very happy at the beach.				
3322598	50003524	Finally, I did use the fitness room for several days, as the weather wasn't great while we were there.				
3322598	50003525	I don't have a lot of experience with hotel fitness rooms, but this one seems very nice.				
3322598	50003526	It had a multi-exercise weight machine, some weighted ball and a few dumbells, plus a couple of treadmills, an elliptical, and a bike.				
3322598	50003527	I used the treadmills and they were extremely nice - lots of different programs, and you could watch a TV channel right on your treadmill using headphones.				
3322598	50003528	I only have two minor complaints - first is that the walls of the rooms seemed unusually thin for this quality of hotel.				
3322598	50003529	We couldn't hear exactly what the people next door were saying or watching on TV, but we could hear that they were talking and watching TV.				
3322598	50003530	"Second would be that if you had someone sleeping on the ""hide-a-bed"" in the living room portion of the suite, they may find that the noise from the central atrium might be a little disturbing."				
3322598	50003531	It wasn't terrible, but there was a lot of echoing and such that you could hear through the door, and in the morning during breakfast, it was definitely noticeable in the room.				
3322598	50003532	Other than that, no complaints, will absolutely stay here again and would recommend it to others!				

3212826	50003540	excellent ---SEP--- me and my family went to broken hill for a week and we stayed at the lodge outback motel ..		80003635	Thank you for taking the time to write a review.	
3212826	50003541	the kids loved the pool and it was great to sit back and relax ... the manger Chris was so lovely an helped with every need.. my family an I will be staying here again thanks for a great stay		80003636	We are very happy that you and your family had a great experience at the motel.	
3212826				80003637	We make it a priority to ensure our guests feel that they experience a home away from home.	
3212826				80003638	Thanks again	

3305441	50003550	Well-needed family break ---SEP---		80003649	Hi Thanks for your kind words about Sands, I'm glad that you and your family got the most from holiday.	
3305441	50003551	The hotel is excellent.		80003650	With regard to the gym we previously had a small gym with limited equipment that was free.	
3305441	50003552	It seems to cater well for both families and couples as there are many different dining options, room types and bar/lounge areas.		80003651	We canvassed guests to see if they would be happy to pay for the use of a modern gym with air conditioning and the overiding response was that a £10 charge for the length of the holiday was reasonable.	
3305441	50003553	This was our first ever hotel visit with 3 children and after a stressful start (baby's sleeping bag left at home), we soon relaxed.		80003652	The gym cost over £100,000 to build and has high ongoing maintanance costs to keep the state of the art equipment safe, clean and up to date.	
3305441	50003554	The rooms are excellent and the childrens' room has plenty of room, good sized beds and a proper door between it and the rest of the room (bathroom and parents' room).		80003653	Without the small charge we make we would not be able to provide such a nice gym.	
3305441	50003555	We used the childcare once and the children really enjoyed the childrens' club and wanted to go back.		80003654	I hope you enjoyed the new equipment.	
3305441	50003556	The pool is not particularly large but although the hotel was full, we only ever shared it with one other family.		80003655	Regards Nicholas Malcolm	
3305441	50003557	There are plenty of areas inside and outside to relax and for the children to play.				
3305441	50003558	It is also very close to 2 excellent beaches - Porth and Watergate Bay and you can walk from the hotel by crossing a fairly quiet road or drive a few minutes to get to the nearest.				
3305441	50003559	I was surprised about the negative comments about breakfast which we thought was really good and catered for just about every taste.				
3305441	50003560	The evening a la carte meals were excellent and we really enjoyed our childfree dinner every night (we made use of the baby listening service).				
3305441	50003561	There was also great live entertainment (2 local singers) on the Saturday night which we were surprised we enjoyed so much.				
3305441	50003562	There were a few negatives - we were given the wrong information about the breakfast time and were really irritated as we had to keep the children occupied in our room for a full hour longer than we needed to) and the fact that you have to pay to use the gym - a small thing but feels really penny pinching.				
3305441	50003563	But these were outweighed by the positives - great friendly staff, fantastic food, lovely rooms, great atmosphere - and we would definitely like to return.				

3215855	50003570	Phoenix Raceway Stay ---SEP--- Great place to stay.		80003666	Dear Best Western Traveler, Thank you for staying with us and your kind comments.	
3215855	50003571	Good location.		80003667	We here at the Best Western InnSuites Phoenix Hotel have a great team that works very hard to ensure all of our guest feel at home.	
3215855	50003572	Close to restaurants, airport, downtown.		80003668	We appreciate your business and hope to see you again soon!!	
3215855	50003573	Beautiful property.		80003669	Warm regards, Mila Stouffer mstouffer@innsuites.com 602-997-6285 ext.	
3215855	50003574	Helpful staff.		80003670	309	
3215855	50003575	Quiet.				
3215855	50003576	Went to PIR and met up with friends from Minneapolis.				
3215855	50003577	Our friends commented on our room.				
3215855	50003578	"They said, ""we're staying here next time"" your room is much better than ours!"				

3325102	50003580	Great value for money ---SEP--- Visiting Glasgow with my daughter we stayed for one night.		80003681	Hello Angelaelained, Thank you for the great 5* review!	
3325102	50003581	The location was perfect, the room spotless and the staff really helpful and friendly.		80003682	We are very glad you enjoyed your stay with us, the location of the hotel is fantastic!	
3325102	50003582	We would definitely recommend for an overnight stay in the city.		80003683	Glasgow has a great shopping scene and with all the shops literally on our doorstep, you don't have to carry your shopping too long, drop your new things off and go back out and shop some more!	
3325102				80003684	:)	
3325102				80003685	We hope you come back and stay with us!	
3325102				80003686	Remember to book with us direct on our website to receive your A-List discount!	
3325102				80003687	Amy	

3178491	50003590	Can't wait to go back ---SEP---		80003698	Thank you for the kind words, Linda.	
3178491	50003591	We absolutely loved this place!		80003699	It makes us very happy that we proved an ideal host for you during your special occasion, and that you enjoyed the suite and our Bistro so much.	
3178491	50003592	We spent 2 nights in the King Valley suite with fireplace for our elopement.		80003700	We look forward to seeing you again during your next visit to Banff.	
3178491	50003593	The staff is wonderful, very friendly, checking in was fast and simple.				
3178491	50003594	The restaurant was amazing, plenty to choose from and everything was delicious.				
3178491	50003595	We had lunch and dinner, and then came back the next day because it was so good. :-)				
3178491	50003596	The fireplace in the suite made it nice and cozy and we loved the jacuzzi and rain shower.				
3178491	50003597	The room was very stylish and clean and the view is fantastic.				
3178491	50003598	We never heard any noise from other suites.				
3178491	50003599	We can not wait to go back, this was hands down the best hotel we have ever stayed at.				

3247727	50003600	Bed Bugs ---SEP---		80003711	We aren't positive that we spoke with you or not.	
3247727	50003601	We stayed in the same room two different times and brought home bed bugs, we spent $2,000.00 ==+ trying to get rid of them the worse nightmare		80003712	If you call our hotel and give us information on your trip we would like to look further into this issue (865-868-0525).	
3247727	50003602	I have ever experienced.		80003713	Anytime a bug issue is reported to us, our maintenance or housekeeping staff verifies the problem and we have professionals come to our property to eliminate all bugs.	
3247727	50003603	We called the motel and they denied it.		80003714	Like all hotels in the industry we are subject to bed bugs but we are very proactive in removing them and our housekeepers and inspectors are trained to look for them.	
3247727	50003604	But we had not been any where else but there Will never go there again.				
3247727	50003605	My advise if you go take a flash light and look in the room everywhere, they like dark places.				

3191572	50003610	60's Character Surprisingly Cool ---SEP--- Stayed here for several nights while at a conference at the university and tired of 'conference' hotels, this was walkable to campus and in a beautiful treed neighborhood just off the main road, which is a college student residential area- but not this street.		80003725	Thank you for this review,	
3191572	50003611	It was an older home built as a duplex that was renovated for the hotel use....maybe in the 1960's.		80003726	Yes it is real scrambled eggs - made with real fresh eggs.	
3191572	50003612	Quiet and a welcome degree of solitude except one night when the upper room was a bit frisky.		80003727	I don't know how a bedroom is frisky it must be my age.	
3191572	50003613	The inside is dated in some ways...but amazing with things like a pants press and very cool furnishings-		80003728	Gordon Jowett M.D.	
3191572	50003614	comfortable and well taken care of.				
3191572	50003615	Bath sizable and well appointed.				
3191572	50003616	Breakfast was a good variety for buffet [not sure if real scrambled eggs] where you can assemble a full English breakfast with sausage and bacon and with extremely courteous wait staff.				
3191572	50003617	Desk staff especially helpful with our numerous questions and insights into local color.				
3191572	50003618	Small garden/sitting area in front yard screen from the street where we ate take-out from one of local places.				

3218663	50003620	Aspen Court ---SEP---		80003739	Hi Travelgirl.	
3218663	50003621	The staff here was very friendly, and the room was very comfortable.		80003740	Thanks for the review.	
3218663	50003622	The town is quite small.		80003741	Yes once again our apologies for the broken window on the sliding door to your room.	
3218663	50003623	So, it's very easy to walk to all of the attractions from this home base.		80003742	Being a small village in an isolated region does have its drawbacks when trying to get contractors down to fix things like broken windows etc.	
3218663	50003624	The glass on our sliding door was cracked and fixed with tape, but this wasn't a problem for us.		80003743	Glad to hear it didn't detract from an enjoyable stay	

3282921	50003630	First Class lodging, wonderful staff, outstanding service ---SEP--- Very peaceful, relaxing, beautiful spacious rooms, The breakfast buffet (included in the room rate) was one of the best I've had in any lodging - plentiful eggs, omelets made to order, sausage pancakes, potatoes, and lots of fresh continental breakfast items and beverages.		80003754	Dear 611sharonj: Thank you for choosing to stay at The Bellmoor, and for taking time to submit your review.	
3282921	50003631	Enjoyed being a block from the main part of town, and the staff gave great suggestions for dinner ( Salt Air; Dogfish Ale House and their new restaurant - Chesapeake and Maine)		80003755	We're extremely pleased that your accommodations, along with our service, all met with your expectations.	
3282921	50003632	But their are so many great restaurants - and the beach - just a short walk away.		80003756	The Bellmoor is conveniently located to everything that Rehoboth Beach has to offer, with so many wonderful shops and restaurants within a short walk.	
3282921	50003633	We will return, soon I hope!		80003757	We also will hope to see you again soon, the next time your travels bring you back to the area.	

3245570	50003640	Clean and perfect ---SEP--- Brilliant hotel.		80003768	Hi alouise1996, Great to hear you enjoyed your stay with us and found the team really friendly.	
3245570	50003641	Stayed here with my boyfriend and everything was clean and perfect!		80003769	Its also great to hear the cheese and wine is much appreciated as it is a little gift from us.	
3245570	50003642	Even got some complimentary cheese and wine!		80003770	Please come back and stay again soon !	
3245570	50003643	Staff were very friendly and helped us within our stay!		80003771	Kind Regards Dan	
3245570	50003644	Will definitely consider this hotel when staying in Glasgow again.				

3279161	50003650	Sir Stamford at Circular Quay ---SEP---		80003782	Dear S3218NWsueb, Thank you very much for posting your comments on TripAdvisor and I'm delighted to learn that you were impressed with our stylish guestrooms!	
